tweetid,created,text,retweets,favorites,source.r,hashtag,num.emojis,emoji_names
10338,2017-10-16 23:42:08,My boss cornered me behind the bar and grabbed my chest and then my lower area. You<e2><80><99>re not alone and it<e2><80><99>s not okay. #MeToo,0,2,IPHONE,#metoo,0,
10339,2017-10-16 22:07:35,"So sad, yet too true. #metoo https://t.co/YCCvIJ1GJA",0,4,IPHONE,#metoo,0,
10340,2017-10-16 23:02:18,"#MeToo has made me realise that I<e2><80><99>ve had so many experiences that I<e2><80><99>d dismissed as being <e2><80><98>normal,<e2><80><99> that were just entirely unacceptable.",0,3,IPHONE,#metoo,0,
10341,2017-10-16 19:10:23,Walking past a group of males #MeToo,0,0,ANDROID,#metoo,0,
10342,2017-10-16 21:01:43,#MeToo It started in 5th grade and it was swept under the rug. I see him at events where children are present and I<e2><80><99>m almost 21..,0,0,IPHONE,#metoo,0,
10343,2017-10-16 19:25:30,Me too. #MeToo,0,0,ANDROID,#metoo,0,
10344,2017-10-16 22:10:00,"@Alyssa_Milano While I am proud of all the people coming forward with the #MeToo movement, it breaks me heart to se<e2><80><a6> https://t.co/fROp4Nd14S",0,2,WEB,#metoo,0,
10345,2017-10-16 20:06:05,"seeing so many of my male/female friends updating their status on Facebook with ""#metoo"" absolutely crushes me.. pp<e2><80><a6> https://t.co/BIiiK3xaOx",0,0,WEB,#metoo,0,
10346,2017-10-16 20:36:48,#MeToo more times than I care to keep track,0,0,IPHONE,#metoo,0,
10347,2017-10-16 20:20:30,"Mine was the son of my mom's best friend. 20 years later, I still don't know what happened. #MeToo",0,0,IPHONE,#metoo,0,
10348,2017-10-16 19:40:06,"I'm not sure ANY woman even makes it to age 21 w/o being groped, grabbed or raped. #metoo",1,5,WEB,#metoo,0,
10349,2017-10-16 19:36:06,@Gemma__Eleanor @CherylMarie2 #MeToo for years I told my husband he couldn't put his arms completely around me/hold<e2><80><a6> https://t.co/7btIb5WnOM,0,1,WEB,#metoo,0,
10350,2017-10-16 22:02:09,"@DebraMessing #Metoo I was 5, didn't even remember it until 2 yrs ago. I will be 42 on Sat.",0,0,ANDROID,#metoo,0,
10351,2017-10-16 20:44:34,"Ugh..still baffled,disgusted and amazed he was still elected, it's a man's world, #MeToo https://t.co/R6pDgS08I3",0,0,ANDROID,#metoo,0,
10352,2017-10-16 22:39:13,"Oh, and I did this on Facebook, but for the Twitterverse: #metoo",0,1,NA,#metoo,0,
10353,2017-10-16 19:56:24,You are not alone  #metoo,0,0,NA,#metoo,0,
10354,2017-10-16 22:30:08,"Just because he's your husband doesn't mean he can have sex with you ANYTIME he wants whether you want it or not.
#MeToo",0,0,ANDROID,#metoo,0,
10355,2017-10-16 22:47:06,@kelsey_work from #MeToo to #WhatNowWhatNext. I know I can never go back from here. We all need 2 push this further.,0,0,NA,#metoo,0,
10356,2017-10-16 20:19:37,"Thread. So, thoughts on #metoo.  I have seen some people respond with ""there are good men out there, please don't forget about them!""",0,1,WEB,#metoo,0,
10357,2017-10-16 22:28:20,"#MeToo.
Every damn day.",0,1,ANDROID,#metoo,0,
10358,2017-10-16 23:19:14,"#metoo

If all <ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bb>&amp;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bd> who have been sexually harassed or assaulted tweet #metoo we might give people a sense of the<e2><80><a6> https://t.co/RSKjBmn134",0,0,IPHONE,#metoo,4,"man, man: medium skin tone, woman, woman: light skin tone"
10359,2017-10-16 19:56:13,"#MeToo &amp; to everyone else posting ty for helping me not feel so ashamed to say it, bc it wasn't my fault, and it wasn't yours. i believe you",0,8,WEB,#metoo,0,
10360,2017-10-16 22:15:52,How horrifying. Please know that you are not alone and no matter where you are in the planet there is love and support. Love you all #MeToo,0,2,IPHONE,#metoo,0,
10361,2017-10-16 20:32:01,Of course #MeToo but also so exhausted of having to collectively share our traumas for structural problems to be acknowledged.,0,2,ANDROID,#metoo,0,
10362,2017-10-16 19:15:10,#metoo so many times in my life I've lost count and buried most of them in my mind.,1,1,IPHONE,#metoo,0,
10363,2017-10-16 19:36:04,"My scars are mine to poke at, and yours to stay away from 
#Metoo",0,0,IPHONE,#metoo,0,
10364,2017-10-16 23:33:44,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/2WVVDQyErP https://t.co/2WVVDQyErP,1,2,NA,#metoo,0,
10365,2017-10-16 20:42:30,"Me too.
 #metoo",0,0,IPHONE,#metoo,0,
10366,2017-10-16 19:49:31,Strangers masturbating in the bus or in front of my balcony. Two of my bosses. 2 law suits leading nowhere. #metoo,0,0,ANDROID,#metoo,0,
10367,2017-10-16 23:34:17,#MeToo. Too many to mention and some I've long since locked away x,0,0,ANDROID,#metoo,0,
10368,2017-10-16 19:33:35,Me too. #MeToo https://t.co/b2BBcEOwYQ,0,1,NA,#metoo,0,
10369,2017-10-16 21:31:19,"sadly, this is so true.  #metoo &amp; for '000's of #women i've met in #Afghanistan #Pakistan #Myanmar #Ethiopia,<e2><80><a6> https://t.co/IVV1Xk54Xo",0,2,WEB,#metoo,0,
10370,2017-10-16 20:37:06,We should not have to still be saying this. But seems we must. Sexual assault can and does happen to any woman. #MeToo #FiHefyd Enough Digon,1,5,WEB,#metoo,0,
10371,2017-10-16 21:14:04,#metoo isn<e2><80><99>t about courting pity - if you think that #you<e2><80><99>repartoftheproblem,0,1,IPHONE,#metoo,0,
10372,2017-10-16 19:35:37,Every day sexual harassment is not acceptable #MeToo,0,0,IPHONE,#metoo,0,
10373,2017-10-16 22:50:38,"#MeToo
Every time it happened, it was in a place where I was supposed to be safe. A classroom. A church. My bedroom. Outside with friends.",0,1,ANDROID,#metoo,0,
10374,2017-10-16 23:27:13,Please look after yourself if disclosing #metoo. Feminist celebrities get reward &amp; support for this declaration. You may not. Be careful.,80,421,WEB,#metoo,0,
10375,2017-10-16 22:51:09,"convinced myself otherwise for so long, but #MeToo",0,9,ANDROID,#metoo,0,
10376,2017-10-16 19:46:38,@louisetickle Never ever blame yourself - that<e2><80><99>s how they get away with it. BTW #metoo,0,0,IPHONE,#metoo,0,
10377,2017-10-16 20:05:32,When at just 5 years old your view of men is already tarnished. #MeToo,0,0,NA,#metoo,0,
10378,2017-10-16 19:59:08,Me too. #MeToo,0,3,WEB,#metoo,0,
10379,2017-10-16 20:48:43,"#metoo 
during my early teens, growing up in italy, men; especially older ones catcalled, some would pinch or try g<e2><80><a6> https://t.co/DAJbMHKCFC",0,10,WEB,#metoo,0,
10380,2017-10-16 22:37:58,My mother taught me the keys in knuckles trick when I was 11/12 and followed by a man on way home from school<e2><80><a6> https://t.co/yiy1UTn4Rj,0,1,ANDROID,#metoo,0,
10381,2017-10-16 20:31:23,"College. Boy gets dared to grab my ass, very aggressively. I instinctually turn around punch him in mouth. I get called a bitch. #MeToo",0,7,IPHONE,#metoo,0,
10382,2017-10-16 20:27:34,#MeToo most of my experiences rate as more annoying than traumatic or scary but most of them also take place where I worked ages 16-22,0,2,IPHONE,#metoo,0,
10383,2017-10-16 22:23:09,"#MeToo

Don't holler at us.
Don't force ur number on us.
Don't fucking try and touch us.
And just take no as an answer.

It's not that hard",1,2,ANDROID,#metoo,0,
10384,2017-10-16 19:58:50,"NEW EP! ""Shit Pie Trifecta."" We discuss healthcare, Iran, #MeToo, &amp; #WomenBoycottTwitter: https://t.co/LmpSaHHvyc https://t.co/ntDuRC8KYB",9,14,IPHONE,#metoo,0,
10385,2017-10-16 21:26:12,"#MeToo
I<e2><80><99>ve only ever talked with one person about it because she shared with me first. It<e2><80><99>s a painful but productive domino effect.",0,3,IPHONE,#metoo,0,
10386,2017-10-16 23:02:14,"MEN 
I'm talking to you.
Do better, 
be aware, 
speak out against sexual assault &amp; harrassment, 
teach your sons to respect women

 #MeToo",3,3,WEB,#metoo,0,
10387,2017-10-16 21:51:14,"who is #metoo for? if you don<e2><80><99>t already know the severity of the problem, have you considered that you might be par<e2><80><a6> https://t.co/8Ab14uAqg4",4,18,IPHONE,#metoo,0,
10388,2017-10-16 19:54:08,"Some men are even making the #MeToo trend about themselves, saying it basically means ""all men are evil"".
That is NOT what this is about.",0,0,WEB,#metoo,0,
10389,2017-10-16 20:53:26,"Hi @latermhprater I am working on a story about #metoo and see that the cause has shaped your life, would you care<e2><80><a6> https://t.co/3e7HA0QBZD",0,1,NA,#metoo,0,
10390,2017-10-16 21:19:33,I'd love to see #ThatWasMe instead of #MeToo. I hope one day we'll get to that point.,0,0,IPHONE,#metoo,0,
10391,2017-10-16 22:27:44,"As the woman who runs this Twitter account, thank you and #MeToo #Lipslut https://t.co/vlUfOTLZoI",0,2,WEB,#metoo,0,
10392,2017-10-16 22:38:12,#MeToo hated it then I hate it now and if I were to go back to middle school years to change myself and make her stronger I would,0,1,ANDROID,#metoo,0,
10393,2017-10-16 22:30:01,Hashtag #MeToo was created by @Alyssa_Milano so men and women can show solidarity with sexual assault victims.<e2><80><a6> https://t.co/Yx7r3JbHoh,0,3,NA,#metoo,0,
10394,2017-10-16 20:11:24,#MeToo For every woman on this planet. https://t.co/Q81Q9OVC8a,0,5,WEB,#metoo,0,
10395,2017-10-16 23:53:13,"My fear in this terrifying new world is that someday, sooner rather than later, my name will appear amongst the many who have said #MeToo.",0,0,ANDROID,#metoo,0,
10396,2017-10-16 20:24:02,#MeToo: Social media flooded with personal stories of assault @CNNI https://t.co/KHuXiRWhgQ,0,0,WEB,#metoo,0,
10397,2017-10-16 20:23:46,We are listening. We believe you. We support you. #MeToo https://t.co/gtgNQpgokA,45,155,IPHONE,#metoo,0,
10398,2017-10-16 21:42:22,Sorry but this #metoo stuff is bs why do we have to expose/trigger ourselves to prove women<e2><80><99>s experiences are real?,0,0,IPHONE,#metoo,0,
10399,2017-10-16 21:40:22,fuck it #MeToo,0,1,WEB,#metoo,0,
10400,2017-10-16 22:31:21,"#metoo 

I was 19 and thought I would lose my job if I spoke up. No job is worth the harassment.",0,0,IPHONE,#metoo,0,
10401,2017-10-16 20:11:17,a man tried to follow me home. once when i was buying groceries the man giving me my change grabbed me and wouldnt let me go. #metoo,0,1,IPHONE,#metoo,0,
10402,2017-10-16 19:56:11,If you are a woman and have ever experienced sexual assault or sexual harassment: #metoo - 3 times at various workplaces!! <ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bb>,0,1,IPHONE,#metoo,2,"thumbs down, thumbs down: light skin tone"
10403,2017-10-16 21:45:10,"I wish I could<e2><80><99>ve report it. Sadly, the laws are not on my side. I truly feel that the 8 year old in me has never fully healed #MeToo",0,0,IPHONE,#metoo,0,
10404,2017-10-16 20:44:03,if u wanna tell ur #MeToo stories i support u but i dont need u to pry open ur trauma &amp; show me for me to believe you. i already believe you,434,1669,WEB,#metoo,0,
10405,2017-10-16 20:55:39,"#metoo. If you've been sexually harassed or assaulted, join us. The problem is real. The problem is painful. The problem is everywhere.",0,3,WEB,#metoo,0,
10406,2017-10-16 22:59:11,thinking about all my past experiences has given me such a headache i wish i had something more meaningful to write #MeToo,0,11,IPHONE,#metoo,0,
10407,2017-10-16 21:04:41,"Literally every woman I know. A fair few men, too. #MeToo",0,0,ANDROID,#metoo,0,
10408,2017-10-16 19:32:18,A family member just countered my #MeToo with #MeNever on Facebook. How do you verbally slap an elder without the family getting involved?,1,8,IPHONE,#metoo,0,
10409,2017-10-16 21:36:22,"#MeToo I did this on Facebook, but it should be here too. I<e2><80><99>m sad that so many others have been through similar situations.",0,1,IPHONE,#metoo,0,
10410,2017-10-16 22:31:19,"They may be called ""predators"" or ""monsters"". But they are also your friends. Also some of you. #MeToo",3,8,IPHONE,#metoo,0,
10411,2017-10-16 21:54:24,"As #MeToo is trending, consider this @postsecret--harassment is so engrained in the female experience that it<e2><80><99>s alm<e2><80><a6> https://t.co/BLFyU3kRO3",0,3,WEB,#metoo,0,
10412,2017-10-16 21:41:54,"Sexual assault, harassment and rape are problems we need to talk about. When it happened to me I had nowhere to turn. #MeToo",0,4,ANDROID,#metoo,0,
10413,2017-10-16 23:32:52,"#metoo

All of us. 

Every day. Everywhere. Do better. Speak up and be an ally or you<e2><80><99>re part of the problem.",0,1,IPHONE,#metoo,0,
10414,2017-10-16 23:40:13,".@U2 sings ""I get so many things I don't deserve..."" #MeToo, unfortunately. <ed><a0><bd><ed><b8><b6>",0,1,ANDROID,#metoo,1,face without mouth
10415,2017-10-16 19:18:45,@AnnaRichardso @JorjaFoxofficia @slanway @SophiaBush #MeToo I guess I shouldn<e2><80><99>t be surprised this is worldwide! X https://t.co/CwkHoOpQ3Y,1,6,NA,#metoo,0,
10416,2017-10-16 21:23:51,"I genuinely debated whether any of it was 'bad enough to count'.

#MeToo",0,3,ANDROID,#metoo,0,
10417,2017-10-16 21:16:47,"#MeToo so many times, so many situations",0,0,WEB,#metoo,0,
10418,2017-10-16 23:49:39,To The Men on the Other Side of #MeToo https://t.co/AYecvmohin via @johnpavlovitz,1,1,WEB,#metoo,0,
10419,2017-10-16 19:05:41,"To all of you sharing #metoo , we believe you and your story matters.",1,3,ANDROID,#metoo,0,
10420,2017-10-16 21:05:30,#MeToo I had someone  take advantage when I was in need..,0,1,ANDROID,#metoo,0,
10421,2017-10-16 22:50:48,Trolls dismissing the #metoo movement and the continued insistence that it's all exaggerated help perpetuate the silence. #harveyswingmen <ed><a0><bd><ed><b1><8e>,0,0,NA,#metoo,1,thumbs down
10422,2017-10-16 21:27:54,@Alyssa_Milano Me too #MeToo,0,0,IPHONE,#metoo,0,
10423,2017-10-16 20:41:25,Imagine how the Muslim community would have treated Nabra if that criminal had not killed her? #metoo,1,5,NA,#metoo,0,
10424,2017-10-16 23:10:58,"Reading #MeToo stories over the last few days<e2><80><a6> Dudes, what the *hell* is wrong with some of us? <ed><a0><bd><ed><b8><b6>",0,1,NA,#metoo,1,face without mouth
10425,2017-10-16 22:03:15,@AshleyJudd can you estimate how many women were raped by Harvey during the years you covered up his abuse? Asking for a friend... #MeToo,0,0,IPHONE,#metoo,0,
10426,2017-10-16 19:29:47,#Metoo is there a single woman who can answer no to this question?,0,0,ANDROID,#metoo,0,
10427,2017-10-16 19:59:42,#MeToo Raped at 18. Thought I had deserved it.,1,2,IPHONE,#metoo,0,
10428,2017-10-16 19:36:55,When a simple 'no' is never enough. #MeToo,0,2,IPHONE,#metoo,0,
10429,2017-10-16 23:02:37,"#MeToo.
Some times people we trust or religious leadership doesn't mean anything. 

If all the women who have... https://t.co/Vxtft68wwc",0,0,NA,#metoo,0,
10430,2017-10-16 20:52:59,"Being masturbated to, including full unwavering eye contact, on an eight+ hour bus journey from Glasgow -&gt; London #MeToo",1,1,WEB,#metoo,0,
10431,2017-10-16 20:51:01,I just want to speak about the #MeToo movement. Not all victims feel comfortable posting this status bc not all victims want 2 be recognized,0,2,ANDROID,#metoo,0,
10432,2017-10-16 22:43:18,"#MeToo 
Because I am tired of being told not to be ""so aggressive"" when my pain shows through during a conversation about sexual violence.",0,2,ANDROID,#metoo,0,
10433,2017-10-16 23:12:50,"Trans guy here finally brave enough to say #MeToo To all you women out there, I stand with you. You're loved and you matter.",0,3,IPHONE,#metoo,0,
10434,2017-10-16 21:47:13,"To all those saying #MeToo. Just remember, you're stronger than a victim. You're a survivor. You're everything and those freaks are nothing.",0,2,WEB,#metoo,0,
10435,2017-10-16 22:05:58,Remember if a woman or man didn't post #MeToo it doesn't mean they weren't sexually assaulted/harassed. Survivors don't owe you their story.,0,1,NA,#metoo,0,
10436,2017-10-16 21:33:11,No details but I did want to post this #MeToo,0,1,IPHONE,#metoo,0,
10437,2017-10-16 21:32:19,just been informed of the existence of #MeToo on Facebook. https://t.co/azVdkgxchL,0,1,IPHONE,#metoo,0,
10438,2017-10-16 20:00:07,"abuse occurs when the abuser misuses his/her power. 
#MeToo",0,1,WEB,#metoo,0,
10439,2017-10-16 22:49:43,Because you shouldn't have to be quiet or alone #metoo #rapeculturesucks #itsonus #hcpitt #hercampus https://t.co/cjWvj0xisY,2,3,WEB,#metoo,0,
10440,2017-10-16 23:10:13,Love and support goes out to all of confident women sharing their #MeToo today as well as the ones who aren't <ed><a0><bd><ed><b2><99>,2,5,IPHONE,#metoo,1,blue heart
10441,2017-10-16 19:07:29,Has someone you known been sexually assaulted? #MeToo,1,0,IPHONE,#metoo,0,
10442,2017-10-16 23:33:58,"It's great seeing all of the brave gals on the #MeToo page sharing their experiences about dealing with manspeading. Persist on, ladies!",0,0,NA,#metoo,0,
10443,2017-10-16 21:43:01,I must be getting old bc idgaf about the hot takes on #metoo,0,0,IPHONE,#metoo,0,
10444,2017-10-16 20:16:57,"It takes strength and courage to speak about wt happened to you, you<e2><80><99>re not alone. #MeToo",0,1,IPHONE,#metoo,0,
10445,2017-10-16 20:39:52,you don't deserve details #MeToo,0,1,WEB,#metoo,0,
10446,2017-10-16 20:51:29,"#metoo  The first time, I was five.",1,0,WEB,#metoo,0,
10447,2017-10-16 22:32:20,When someone shows you sexual stuff when you aint even 10 years old and tries to introduce you into it you grow up fucked up #metoo,0,1,ANDROID,#metoo,0,
10448,2017-10-16 19:17:38,"#metoo <e2><80><93> a personal reflection <e2><80><93> https://t.co/BK8OkZl2Jr

""We get more of that which we focus on"" yes - and still..<e2><80><a6> https://t.co/E43MBQBURB",0,0,NA,#metoo,0,
10449,2017-10-16 22:41:43,"Between #metoo posts, someone saying victim blaming doesn't exist, and a blowhard who won't let an argument die, it's been a hell of a day.",0,0,WEB,#metoo,0,
10450,2017-10-16 20:55:28,Wonders if any female friends would be able to say 'no not #metoo definitely no siree',0,2,IPHONE,#metoo,0,
